"state","State_name","Population","date","category","count","dataQualityGrade"
"IN","Indiana ",6732219,2020-03-30,"posNeg",11658,"A+"
"KS","Kansas ",2913314,2020-03-30,"posNeg",4922,"A"
"KY","Kentucky ",4467673,2020-03-30,"posNeg",6018,"A"
"LA","Louisiana *",4648794,2020-03-30,"posNeg",34033,"B"
"MA","Massachusetts ",6892503,2020-03-30,"posNeg",42819,"A+"
"MD","Maryland *",6045680,2020-03-30,"posNeg",14729,"B"
"ME","Maine *",1344212,2020-03-30,"posNeg",3669,"B"
"MI","Michigan ",9986857,2020-03-30,"posNeg",32084,"A+"
"MN","Minnesota ",5639632,2020-03-30,"posNeg",18822,"A"
"MO","Missouri *",6840439,2020-03-30,"posNeg",14235,"B"
"MS","Mississippi ",2976149,2020-03-30,"posNeg",3836,"A"
"NC","North Carolina ",10488084,2020-03-30,"posNeg",20864,"A"
"NH","New Hampshire *",1359711,2020-03-30,"posNeg",5700,"B"
"NJ","New Jersey ",8882190,2020-03-30,"posNeg",41860,"A+"
"NV","Nevada ",3080156,2020-03-30,"posNeg",11215,"A+"
"NY","New York ",19453561,2020-03-30,"posNeg",186468,"A"
"OH","Ohio *",11689100,2020-03-30,"posNeg",27275,"B"
"OK","Oklahoma ",3956971,2020-03-30,"posNeg",1688,"A+"
"OR","Oregon ",4217737,2020-03-30,"posNeg",12883,"A+"
"PA","Pennsylvania ",12801989,2020-03-30,"posNeg",37864,"A+"
"PR","Puerto Rico *",2933408,2020-03-30,"posNeg",1105,"B"
"RI","Rhode Island ",1059361,2020-03-30,"posNeg",3589,"A+"
"SC","South Carolina ",5148714,2020-03-30,"posNeg",5085,"A"
"SD","South Dakota *",884659,2020-03-30,"posNeg",3579,"B"
"TN","Tennessee *",6829174,2020-03-30,"posNeg",23304,"B"
"TX","Texas *",28995881,2020-03-30,"posNeg",35880,"B"
"UT","Utah *",3205958,2020-03-30,"posNeg",16003,"B"
"VA","Virginia ",8535519,2020-03-30,"posNeg",12038,"A+"
"VT","Vermont *",623989,2020-03-30,"posNeg",4011,"B"
"WA","Washington *",7614893,2020-03-30,"posNeg",80686,"B"
"WI","Wisconsin ",5822434,2020-03-30,"posNeg",17077,"A+"
"WV","West Virginia *",1792147,2020-03-30,"posNeg",3110,"B"
"AK","Alaska ",731545,2020-03-29,"posNeg",3334,"A"
"AL","Alabama *",4903185,2020-03-29,"posNeg",4990,"B"
"AR","Arkansas ",3017804,2020-03-29,"posNeg",3453,"A"
"AZ","Arizona ",7278717,2020-03-29,"posNeg",13872,"A+"
"CA","California *",39512223,2020-03-29,"posNeg",26257,"B"
"CO","Colorado ",5758736,2020-03-29,"posNeg",13276,"A"
"CT","Connecticut *",3565287,2020-03-29,"posNeg",11900,"B"
"DC","District of Columbia ",705749,2020-03-29,"posNeg",2811,"A+"
"DE","Delaware ",973764,2020-03-29,"posNeg",268,"A"
"FL","Florida ",21477737,2020-03-29,"posNeg",43316,"A"
"GA","Georgia ",10617423,2020-03-29,"posNeg",12564,"A"
"GU","Guam *",167772,2020-03-29,"posNeg",390,"B"
"IA","Iowa ",3155070,2020-03-29,"posNeg",5349,"A+"
"ID","Idaho ",1787065,2020-03-29,"posNeg",4282,"A"
"IL","Illinois ",16980127,2020-03-29,"posNeg",27762,"A"
"IN","Indiana ",6732219,2020-03-29,"posNeg",9830,"A+"
"KS","Kansas ",2913314,2020-03-29,"posNeg",4513,"A"
"KY","Kentucky ",4467673,2020-03-29,"posNeg",5541,"A"
"LA","Louisiana *",4648794,2020-03-29,"posNeg",27871,"B"
"MA","Massachusetts ",6892503,2020-03-29,"posNeg",39090,"A+"
"MD","Maryland *",6045680,2020-03-29,"posNeg",13593,"B"
"ME","Maine *",1344212,2020-03-29,"posNeg",3647,"B"
"MI","Michigan ",9986857,2020-03-29,"posNeg",25686,"A+"
"MN","Minnesota ",5639632,2020-03-29,"posNeg",17657,"A"
"MO","Missouri *",6840439,2020-03-29,"posNeg",12385,"B"
"MS","Mississippi ",2976149,2020-03-29,"posNeg",3318,"A"
"NC","North Carolina ",10488084,2020-03-29,"posNeg",18945,"A"
"NH","New Hampshire *",1359711,2020-03-29,"posNeg",4738,"B"
"NJ","New Jersey ",8882190,2020-03-29,"posNeg",35602,"A+"
"NV","Nevada ",3080156,2020-03-29,"posNeg",9150,"A+"
"NY","New York ",19453561,2020-03-29,"posNeg",172360,"A"
"OH","Ohio *",11689100,2020-03-29,"posNeg",20665,"B"
"OK","Oklahoma ",3956971,2020-03-29,"posNeg",1634,"A+"
"OR","Oregon ",4217737,2020-03-29,"posNeg",11426,"A+"
"PA","Pennsylvania ",12801989,2020-03-29,"posNeg",33455,"A+"
"PR","Puerto Rico *",2933408,2020-03-29,"posNeg",968,"B"
"RI","Rhode Island ",1059361,2020-03-29,"posNeg",3134,"A+"
"SC","South Carolina ",5148714,2020-03-29,"posNeg",3789,"A"
"SD","South Dakota *",884659,2020-03-29,"posNeg",3217,"B"
"TN","Tennessee *",6829174,2020-03-29,"posNeg",20574,"B"
"TX","Texas *",28995881,2020-03-29,"posNeg",25760,"B"
"UT","Utah *",3205958,2020-03-29,"posNeg",13993,"B"
"VA","Virginia ",8535519,2020-03-29,"posNeg",10609,"A+"
"VT","Vermont *",623989,2020-03-29,"posNeg",3739,"B"
"WA","Washington *",7614893,2020-03-29,"posNeg",75630,"B"
"WI","Wisconsin ",5822434,2020-03-29,"posNeg",17662,"A+"
"WV","West Virginia *",1792147,2020-03-29,"posNeg",2818,"B"
"AK","Alaska ",731545,2020-03-28,"posNeg",2921,"A"
"AL","Alabama *",4903185,2020-03-28,"posNeg",4880,"B"
"AR","Arkansas ",3017804,2020-03-28,"posNeg",3342,"A"
"AZ","Arizona ",7278717,2020-03-28,"posNeg",8328,"A+"
"CA","California *",39512223,2020-03-28,"posNeg",25192,"B"
"CO","Colorado ",5758736,2020-03-28,"posNeg",11676,"A"
"CT","Connecticut *",3565287,2020-03-28,"posNeg",8400,"B"
"DC","District of Columbia ",705749,2020-03-28,"posNeg",2515,"A+"
"DE","Delaware ",973764,2020-03-28,"posNeg",250,"A"
"FL","Florida ",21477737,2020-03-28,"posNeg",39129,"A"
"GA","Georgia ",10617423,2020-03-28,"posNeg",11051,"A"
"GU","Guam *",167772,2020-03-28,"posNeg",354,"B"
"IA","Iowa ",3155070,2020-03-28,"posNeg",4673,"A+"
"ID","Idaho ",1787065,2020-03-28,"posNeg",3572,"A"
"IL","Illinois ",16980127,2020-03-28,"posNeg",25491,"A"
"IN","Indiana ",6732219,2020-03-28,"posNeg",8407,"A+"
"KS","Kansas ",2913314,2020-03-28,"posNeg",3932,"A"
"KY","Kentucky ",4467673,2020-03-28,"posNeg",5123,"A"
"LA","Louisiana *",4648794,2020-03-28,"posNeg",25161,"B"
"MA","Massachusetts ",6892503,2020-03-28,"posNeg",35073,"A+"
"MD","Maryland *",6045680,2020-03-28,"posNeg",12508,"B"
"ME","Maine *",1344212,2020-03-28,"posNeg",3605,"B"
"MI","Michigan ",9986857,2020-03-28,"posNeg",23470,"A+"
"MN","Minnesota ",5639632,2020-03-28,"posNeg",16129,"A"
"MO","Missouri *",6840439,2020-03-28,"posNeg",10920,"B"
"MS","Mississippi ",2976149,2020-03-28,"posNeg",3223,"A"
"NC","North Carolina ",10488084,2020-03-28,"posNeg",17527,"A"
"NH","New Hampshire *",1359711,2020-03-28,"posNeg",3843,"B"
"NJ","New Jersey ",8882190,2020-03-28,"posNeg",30510,"A+"
"NV","Nevada ",3080156,2020-03-28,"posNeg",8522,"A+"
"NY","New York ",19453561,2020-03-28,"posNeg",155934,"A"
"OH","Ohio *",11689100,2020-03-28,"posNeg",20418,"B"
"OK","Oklahoma ",3956971,2020-03-28,"posNeg",1557,"A+"
"OR","Oregon ",4217737,2020-03-28,"posNeg",10172,"A+"
"PA","Pennsylvania ",12801989,2020-03-28,"posNeg",28005,"A+"
"PR","Puerto Rico *",2933408,2020-03-28,"posNeg",839,"B"
"RI","Rhode Island ",1059361,2020-03-28,"posNeg",2780,"A+"
"SC","South Carolina ",5148714,2020-03-28,"posNeg",2947,"A"
"SD","South Dakota *",884659,2020-03-28,"posNeg",2660,"B"
"TN","Tennessee *",6829174,2020-03-28,"posNeg",18338,"B"
"TX","Texas *",28995881,2020-03-28,"posNeg",25260,"B"
"UT","Utah *",3205958,2020-03-28,"posNeg",11312,"B"
"VA","Virginia ",8535519,2020-03-28,"posNeg",9166,"A+"
"VT","Vermont *",623989,2020-03-28,"posNeg",3426,"B"
"WA","Washington *",7614893,2020-03-28,"posNeg",73805,"B"
"WI","Wisconsin ",5822434,2020-03-28,"posNeg",16221,"A+"
"WV","West Virginia *",1792147,2020-03-28,"posNeg",2427,"B"
"AK","Alaska ",731545,2020-03-27,"posNeg",2388,"A"
"AL","Alabama *",4903185,2020-03-27,"posNeg",4771,"B"
"AR","Arkansas ",3017804,2020-03-27,"posNeg",1926,"A"
"AZ","Arizona ",7278717,2020-03-27,"posNeg",8191,"A+"
"CA","California *",39512223,2020-03-27,"posNeg",21259,"B"
"CO","Colorado ",5758736,2020-03-27,"posNeg",10122,"A"
"CT","Connecticut *",3565287,2020-03-27,"posNeg",8400,"B"
"DC","District of Columbia ",705749,2020-03-27,"posNeg",2164,"A+"
"DE","Delaware ",973764,2020-03-27,"posNeg",199,"A"
"FL","Florida ",21477737,2020-03-27,"posNeg",30951,"A"
"GA","Georgia ",10617423,2020-03-27,"posNeg",9865,"A"
"GU","Guam *",167772,2020-03-27,"posNeg",350,"B"
"IA","Iowa ",3155070,2020-03-27,"posNeg",3975,"A+"
"ID","Idaho ",1787065,2020-03-27,"posNeg",2857,"A"
"IL","Illinois ",16980127,2020-03-27,"posNeg",21542,"A"
"IN","Indiana ",6732219,2020-03-27,"posNeg",6936,"A+"
"KS","Kansas ",2913314,2020-03-27,"posNeg",3431,"A"
"KY","Kentucky ",4467673,2020-03-27,"posNeg",4016,"A"
"LA","Louisiana *",4648794,2020-03-27,"posNeg",21359,"B"
"MA","Massachusetts ",6892503,2020-03-27,"posNeg",29395,"A+"
"MD","Maryland *",6045680,2020-03-27,"posNeg",868,"B"
"ME","Maine *",1344212,2020-03-27,"posNeg",3562,"B"
"MI","Michigan ",9986857,2020-03-27,"posNeg",21298,"A+"
"MN","Minnesota ",5639632,2020-03-27,"posNeg",14003,"A"
"MO","Missouri *",6840439,2020-03-27,"posNeg",1038,"B"
"MS","Mississippi ",2976149,2020-03-27,"posNeg",3139,"A"
"NC","North Carolina ",10488084,2020-03-27,"posNeg",15136,"A"
"NH","New Hampshire *",1359711,2020-03-27,"posNeg",3553,"B"
"NJ","New Jersey ",8882190,2020-03-27,"posNeg",25372,"A+"
"NV","Nevada ",3080156,2020-03-27,"posNeg",6696,"A+"
"NY","New York ",19453561,2020-03-27,"posNeg",145753,"A"
"OH","Ohio *",11689100,2020-03-27,"posNeg",20149,"B"
"OK","Oklahoma ",3956971,2020-03-27,"posNeg",1406,"A+"
"OR","Oregon ",4217737,2020-03-27,"posNeg",8924,"A+"
"PA","Pennsylvania ",12801989,2020-03-27,"posNeg",23234,"A+"
"PR","Puerto Rico *",2933408,2020-03-27,"posNeg",598,"B"
"RI","Rhode Island ",1059361,2020-03-27,"posNeg",2509,"A+"
"SC","South Carolina ",5148714,2020-03-27,"posNeg",2763,"A"
"SD","South Dakota *",884659,2020-03-27,"posNeg",2445,"B"
"TN","Tennessee *",6829174,2020-03-27,"posNeg",16091,"B"
"TX","Texas *",28995881,2020-03-27,"posNeg",23666,"B"
"UT","Utah *",3205958,2020-03-27,"posNeg",9244,"B"
"VA","Virginia ",8535519,2020-03-27,"posNeg",7337,"A+"
"VT","Vermont *",623989,2020-03-27,"posNeg",3081,"B"
"WA","Washington *",7614893,2020-03-27,"posNeg",71203,"B"
"WI","Wisconsin ",5822434,2020-03-27,"posNeg",13982,"A+"
"WV","West Virginia *",1792147,2020-03-27,"posNeg",1855,"B"
"AK","Alaska ",731545,2020-03-26,"posNeg",1860,"A"
"AL","Alabama *",4903185,2020-03-26,"posNeg",4099,"B"
"AR","Arkansas ",3017804,2020-03-26,"posNeg",1839,"A"
"AZ","Arizona ",7278717,2020-03-26,"posNeg",924,"A+"
"CA","California *",39512223,2020-03-26,"posNeg",20386,"B"
"CO","Colorado ",5758736,2020-03-26,"posNeg",8064,"A"
"CT","Connecticut *",3565287,2020-03-26,"posNeg",6637,"B"
"DC","District of Columbia ",705749,2020-03-26,"posNeg",1857,"A+"
"DE","Delaware ",973764,2020-03-26,"posNeg",166,"A"
"FL","Florida ",21477737,2020-03-26,"posNeg",26096,"A"
"GA","Georgia ",10617423,2020-03-26,"posNeg",8926,"A"
"GU","Guam *",167772,2020-03-26,"posNeg",308,"B"
"IA","Iowa ",3155070,2020-03-26,"posNeg",2757,"A+"
"ID","Idaho ",1787065,2020-03-26,"posNeg",2188,"A"
"IL","Illinois ",16980127,2020-03-26,"posNeg",16631,"A"
"IN","Indiana ",6732219,2020-03-26,"posNeg",4651,"A+"
"KS","Kansas ",2913314,2020-03-26,"posNeg",3037,"A"
"KY","Kentucky ",4467673,2020-03-26,"posNeg",3300,"A"
"LA","Louisiana *",4648794,2020-03-26,"posNeg",18029,"B"
"MA","Massachusetts ",6892503,2020-03-26,"posNeg",23645,"A+"
"MD","Maryland *",6045680,2020-03-26,"posNeg",674,"B"
"ME","Maine *",1344212,2020-03-26,"posNeg",3549,"B"
"MI","Michigan ",9986857,2020-03-26,"posNeg",18072,"A+"
"MN","Minnesota ",5639632,2020-03-26,"posNeg",12950,"A"
"MO","Missouri *",6840439,2020-03-26,"posNeg",871,"B"
"MS","Mississippi ",2976149,2020-03-26,"posNeg",2776,"A"
"NC","North Carolina ",10488084,2020-03-26,"posNeg",12910,"A"
"NH","New Hampshire *",1359711,2020-03-26,"posNeg",3138,"B"
"NJ","New Jersey ",8882190,2020-03-26,"posNeg",20537,"A+"
"NV","Nevada ",3080156,2020-03-26,"posNeg",5117,"A+"
"NY","New York ",19453561,2020-03-26,"posNeg",122104,"A"
"OH","Ohio *",11689100,2020-03-26,"posNeg",17316,"B"
"OK","Oklahoma ",3956971,2020-03-26,"posNeg",1206,"A+"
"OR","Oregon ",4217737,2020-03-26,"posNeg",7280,"A+"
"PA","Pennsylvania ",12801989,2020-03-26,"posNeg",18128,"A+"
"PR","Puerto Rico *",2933408,2020-03-26,"posNeg",441,"B"
"RI","Rhode Island ",1059361,2020-03-26,"posNeg",1427,"A+"
"SC","South Carolina ",5148714,2020-03-26,"posNeg",2763,"A"
"SD","South Dakota *",884659,2020-03-26,"posNeg",2019,"B"
"TN","Tennessee *",6829174,2020-03-26,"posNeg",14909,"B"
"TX","Texas *",28995881,2020-03-26,"posNeg",21424,"B"
"UT","Utah *",3205958,2020-03-26,"posNeg",7710,"B"
"VA","Virginia ",8535519,2020-03-26,"posNeg",6189,"A+"
"VT","Vermont *",623989,2020-03-26,"posNeg",2929,"B"
"WA","Washington *",7614893,2020-03-26,"posNeg",66853,"B"
"WI","Wisconsin ",5822434,2020-03-26,"posNeg",12290,"A+"
"WV","West Virginia *",1792147,2020-03-26,"posNeg",1082,"B"
"AK","Alaska ",731545,2020-03-25,"posNeg",1691,"A"
"AL","Alabama *",4903185,2020-03-25,"posNeg",2812,"B"
"AR","Arkansas ",3017804,2020-03-25,"posNeg",1717,"A"
"AZ","Arizona ",7278717,2020-03-25,"posNeg",773,"A+"
"CA","California *",39512223,2020-03-25,"posNeg",18276,"B"
"CO","Colorado ",5758736,2020-03-25,"posNeg",7701,"A"
"CT","Connecticut *",3565287,2020-03-25,"posNeg",5898,"B"
"DC","District of Columbia ",705749,2020-03-25,"posNeg",1606,"A+"
"DE","Delaware ",973764,2020-03-25,"posNeg",151,"A"
"FL","Florida ",21477737,2020-03-25,"posNeg",17056,"A"
"GA","Georgia ",10617423,2020-03-25,"posNeg",6179,"A"
"GU","Guam *",167772,2020-03-25,"posNeg",270,"B"
"IA","Iowa ",3155070,2020-03-25,"posNeg",2723,"A+"
"ID","Idaho ",1787065,2020-03-25,"posNeg",1960,"A"
"IL","Illinois ",16980127,2020-03-25,"posNeg",14209,"A"
"IN","Indiana ",6732219,2020-03-25,"posNeg",3356,"A+"
"KS","Kansas ",2913314,2020-03-25,"posNeg",2486,"A"
"KY","Kentucky ",4467673,2020-03-25,"posNeg",3022,"A"
"LA","Louisiana *",4648794,2020-03-25,"posNeg",11451,"B"
"MA","Massachusetts ",6892503,2020-03-25,"posNeg",19818,"A+"
"MD","Maryland *",6045680,2020-03-25,"posNeg",517,"B"
"ME","Maine *",1344212,2020-03-25,"posNeg",3326,"B"
"MI","Michigan ",9986857,2020-03-25,"posNeg",14597,"A+"
"MN","Minnesota ",5639632,2020-03-25,"posNeg",11475,"A"
"MO","Missouri *",6840439,2020-03-25,"posNeg",725,"B"
"MS","Mississippi ",2976149,2020-03-25,"posNeg",1943,"A"
"NC","North Carolina ",10488084,2020-03-25,"posNeg",10489,"A"
"NH","New Hampshire *",1359711,2020-03-25,"posNeg",2464,"B"
"NJ","New Jersey ",8882190,2020-03-25,"posNeg",14854,"A+"
"NV","Nevada ",3080156,2020-03-25,"posNeg",4572,"A+"
"NY","New York ",19453561,2020-03-25,"posNeg",103479,"A"
"OH","Ohio *",11689100,2020-03-25,"posNeg",14764,"B"
"OK","Oklahoma ",3956971,2020-03-25,"posNeg",969,"A+"
"OR","Oregon ",4217737,2020-03-25,"posNeg",4559,"A+"
"PA","Pennsylvania ",12801989,2020-03-25,"posNeg",12320,"A+"
"PR","Puerto Rico *",2933408,2020-03-25,"posNeg",368,"B"
"RI","Rhode Island ",1059361,2020-03-25,"posNeg",1394,"A+"
"SC","South Carolina ",5148714,2020-03-25,"posNeg",2727,"A"
"SD","South Dakota *",884659,2020-03-25,"posNeg",860,"B"
"TN","Tennessee *",6829174,2020-03-25,"posNeg",11796,"B"
"TX","Texas *",28995881,2020-03-25,"posNeg",13494,"B"
"UT","Utah *",3205958,2020-03-25,"posNeg",6837,"B"
"VA","Virginia ",8535519,2020-03-25,"posNeg",5370,"A+"
"VT","Vermont *",623989,2020-03-25,"posNeg",1970,"B"
"WA","Washington *",7614893,2020-03-25,"posNeg",62374,"B"
"WI","Wisconsin ",5822434,2020-03-25,"posNeg",10674,"A+"
"WV","West Virginia *",1792147,2020-03-25,"posNeg",798,"B"
"AK","Alaska ",731545,2020-03-24,"posNeg",1022,"A"
"AL","Alabama *",4903185,2020-03-24,"posNeg",2321,"B"
"AR","Arkansas ",3017804,2020-03-24,"posNeg",1165,"A"
"AZ","Arizona ",7278717,2020-03-24,"posNeg",670,"A+"
"CA","California *",39512223,2020-03-24,"posNeg",15554,"B"
"CO","Colorado ",5758736,2020-03-24,"posNeg",6224,"A"
"CT","Connecticut *",3565287,2020-03-24,"posNeg",5300,"B"
"DC","District of Columbia ",705749,2020-03-24,"posNeg",1332,"A+"
"DE","Delaware ",973764,2020-03-24,"posNeg",127,"A"
"FL","Florida ",21477737,2020-03-24,"posNeg",14539,"A"
"GA","Georgia ",10617423,2020-03-24,"posNeg",5484,"A"
"GU","Guam *",167772,2020-03-24,"posNeg",233,"B"
"IA","Iowa ",3155070,2020-03-24,"posNeg",2439,"A+"
"ID","Idaho ",1787065,2020-03-24,"posNeg",1937,"A"
"IL","Illinois ",16980127,2020-03-24,"posNeg",11469,"A"
"IN","Indiana ",6732219,2020-03-24,"posNeg",2931,"A+"
"KS","Kansas ",2913314,2020-03-24,"posNeg",2184,"A"
"KY","Kentucky ",4467673,2020-03-24,"posNeg",1886,"A"
"LA","Louisiana *",4648794,2020-03-24,"posNeg",8603,"B"
"MA","Massachusetts ",6892503,2020-03-24,"posNeg",13774,"A+"
"MD","Maryland *",6045680,2020-03-24,"posNeg",443,"B"
"ME","Maine *",1344212,2020-03-24,"posNeg",3139,"B"
"MI","Michigan ",9986857,2020-03-24,"posNeg",12237,"A+"
"MN","Minnesota ",5639632,2020-03-24,"posNeg",5812,"A"
"MO","Missouri *",6840439,2020-03-24,"posNeg",552,"B"
"MS","Mississippi ",2976149,2020-03-24,"posNeg",1872,"A"
"NC","North Carolina ",10488084,2020-03-24,"posNeg",8539,"A"
"NH","New Hampshire *",1359711,2020-03-24,"posNeg",1548,"B"
"NJ","New Jersey ",8882190,2020-03-24,"posNeg",12000,"A+"
"NV","Nevada ",3080156,2020-03-24,"posNeg",4232,"A+"
"NY","New York ",19453561,2020-03-24,"posNeg",91270,"A"
"OH","Ohio *",11689100,2020-03-24,"posNeg",704,"B"
"OK","Oklahoma ",3956971,2020-03-24,"posNeg",841,"A+"
"OR","Oregon ",4217737,2020-03-24,"posNeg",4559,"A+"
"PA","Pennsylvania ",12801989,2020-03-24,"posNeg",9494,"A+"
"PR","Puerto Rico *",2933408,2020-03-24,"posNeg",307,"B"
"RI","Rhode Island ",1059361,2020-03-24,"posNeg",1324,"A+"
"SC","South Carolina ",5148714,2020-03-24,"posNeg",2310,"A"
"SD","South Dakota *",884659,2020-03-24,"posNeg",820,"B"
"TN","Tennessee *",6829174,2020-03-24,"posNeg",11184,"B"
"TX","Texas *",28995881,2020-03-24,"posNeg",11167,"B"
"UT","Utah *",3205958,2020-03-24,"posNeg",5823,"B"
"VA","Virginia ",8535519,2020-03-24,"posNeg",4470,"A+"
"VT","Vermont *",623989,2020-03-24,"posNeg",1694,"B"
"WA","Washington *",7614893,2020-03-24,"posNeg",57364,"B"
"WI","Wisconsin ",5822434,2020-03-24,"posNeg",8694,"A+"
"WV","West Virginia *",1792147,2020-03-24,"posNeg",630,"B"
"AK","Alaska ",731545,2020-03-23,"posNeg",968,"A"
"AL","Alabama *",4903185,2020-03-23,"posNeg",1832,"B"
"AR","Arkansas ",3017804,2020-03-23,"posNeg",1080,"A"
"AZ","Arizona ",7278717,2020-03-23,"posNeg",574,"A+"
"CA","California *",39512223,2020-03-23,"posNeg",14300,"B"
"CO","Colorado ",5758736,2020-03-23,"posNeg",5436,"A"
"CT","Connecticut *",3565287,2020-03-23,"posNeg",4500,"B"
"DC","District of Columbia ",705749,2020-03-23,"posNeg",1229,"A+"
"DE","Delaware ",973764,2020-03-23,"posNeg",104,"A"
"FL","Florida ",21477737,2020-03-23,"posNeg",12234,"A"
"GA","Georgia ",10617423,2020-03-23,"posNeg",5069,"A"
"GU","Guam *",167772,2020-03-23,"posNeg",190,"B"
"IA","Iowa ",3155070,2020-03-23,"posNeg",2148,"A+"
"ID","Idaho ",1787065,2020-03-23,"posNeg",1356,"A"
"IL","Illinois ",16980127,2020-03-23,"posNeg",9856,"A"
"IN","Indiana ",6732219,2020-03-23,"posNeg",1960,"A+"
"KS","Kansas ",2913314,2020-03-23,"posNeg",499,"A"
"KY","Kentucky ",4467673,2020-03-23,"posNeg",1866,"A"
"LA","Louisiana *",4648794,2020-03-23,"posNeg",5948,"B"
"MA","Massachusetts ",6892503,2020-03-23,"posNeg",8941,"A+"
"MD","Maryland *",6045680,2020-03-23,"posNeg",382,"B"
"ME","Maine *",1344212,2020-03-23,"posNeg",2898,"B"
"MI","Michigan ",9986857,2020-03-23,"posNeg",10486,"A+"
"MN","Minnesota ",5639632,2020-03-23,"posNeg",4746,"A"
"MO","Missouri *",6840439,2020-03-23,"posNeg",552,"B"
"MS","Mississippi ",2976149,2020-03-23,"posNeg",1392,"A"
"NC","North Carolina ",10488084,2020-03-23,"posNeg",8438,"A"
"NH","New Hampshire *",1359711,2020-03-23,"posNeg",1452,"B"
"NJ","New Jersey ",8882190,2020-03-23,"posNeg",3203,"A+"
"NV","Nevada ",3080156,2020-03-23,"posNeg",3735,"A+"
"NY","New York ",19453561,2020-03-23,"posNeg",78289,"A"
"OH","Ohio *",11689100,2020-03-23,"posNeg",582,"B"
"OK","Oklahoma ",3956971,2020-03-23,"posNeg",775,"A+"
"OR","Oregon ",4217737,2020-03-23,"posNeg",3840,"A+"
"PA","Pennsylvania ",12801989,2020-03-23,"posNeg",7239,"A+"
"PR","Puerto Rico *",2933408,2020-03-23,"posNeg",220,"B"
"RI","Rhode Island ",1059361,2020-03-23,"posNeg",1249,"A+"
"SC","South Carolina ",5148714,2020-03-23,"posNeg",1764,"A"
"SD","South Dakota *",884659,2020-03-23,"posNeg",790,"B"
"TN","Tennessee *",6829174,2020-03-23,"posNeg",3887,"B"
"TX","Texas *",28995881,2020-03-23,"posNeg",10055,"B"
"UT","Utah *",3205958,2020-03-23,"posNeg",5047,"B"
"VA","Virginia ",8535519,2020-03-23,"posNeg",3697,"A+"
"VT","Vermont *",623989,2020-03-23,"posNeg",1521,"B"
"WA","Washington *",7614893,2020-03-23,"posNeg",52112,"B"
"WI","Wisconsin ",5822434,2020-03-23,"posNeg",7466,"A+"
"WV","West Virginia *",1792147,2020-03-23,"posNeg",460,"B"
"AK","Alaska ",731545,2020-03-22,"posNeg",968,"A"
"AL","Alabama *",4903185,2020-03-22,"posNeg",1602,"B"
"AR","Arkansas ",3017804,2020-03-22,"posNeg",876,"A"
"AZ","Arizona ",7278717,2020-03-22,"posNeg",434,"A+"
"CA","California *",39512223,2020-03-22,"posNeg",12840,"B"
"CO","Colorado ",5758736,2020-03-22,"posNeg",4550,"A"
"CT","Connecticut *",3565287,2020-03-22,"posNeg",3100,"B"
"DC","District of Columbia ",705749,2020-03-22,"posNeg",1055,"A+"
"DE","Delaware ",973764,2020-03-22,"posNeg",92,"A"
"FL","Florida ",21477737,2020-03-22,"posNeg",8820,"A"
"GA","Georgia ",10617423,2020-03-22,"posNeg",4020,"A"
"GU","Guam *",167772,2020-03-22,"posNeg",153,"B"
"IA","Iowa ",3155070,2020-03-22,"posNeg",1305,"A+"
"ID","Idaho ",1787065,2020-03-22,"posNeg",1217,"A"
"IL","Illinois ",16980127,2020-03-22,"posNeg",8320,"A"
"IN","Indiana ",6732219,2020-03-22,"posNeg",1494,"A+"
"KS","Kansas ",2913314,2020-03-22,"posNeg",481,"A"
"KY","Kentucky ",4467673,2020-03-22,"posNeg",1571,"A"
"LA","Louisiana *",4648794,2020-03-22,"posNeg",3498,"B"
"MA","Massachusetts ",6892503,2020-03-22,"posNeg",6023,"A+"
"MD","Maryland *",6045680,2020-03-22,"posNeg",338,"B"
"ME","Maine *",1344212,2020-03-22,"posNeg",2353,"B"
"MI","Michigan ",9986857,2020-03-22,"posNeg",8810,"A+"
"MN","Minnesota ",5639632,2020-03-22,"posNeg",4680,"A"
"MO","Missouri *",6840439,2020-03-22,"posNeg",459,"B"
"MS","Mississippi ",2976149,2020-03-22,"posNeg",1321,"A"
"NC","North Carolina ",10488084,2020-03-22,"posNeg",6438,"A"
"NH","New Hampshire *",1359711,2020-03-22,"posNeg",1253,"B"
"NJ","New Jersey ",8882190,2020-03-22,"posNeg",2241,"A+"
"NV","Nevada ",3080156,2020-03-22,"posNeg",2638,"A+"
"NY","New York ",19453561,2020-03-22,"posNeg",61401,"A"
"OH","Ohio *",11689100,2020-03-22,"posNeg",491,"B"
"OK","Oklahoma ",3956971,2020-03-22,"posNeg",736,"A+"
"OR","Oregon ",4217737,2020-03-22,"posNeg",3025,"A+"
"PA","Pennsylvania ",12801989,2020-03-22,"posNeg",5443,"A+"
"PR","Puerto Rico *",2933408,2020-03-22,"posNeg",206,"B"
"RI","Rhode Island ",1059361,2020-03-22,"posNeg",1015,"A+"
"SC","South Carolina ",5148714,2020-03-22,"posNeg",1661,"A"
"SD","South Dakota *",884659,2020-03-22,"posNeg",761,"B"
"TN","Tennessee *",6829174,2020-03-22,"posNeg",3777,"B"
"TX","Texas *",28995881,2020-03-22,"posNeg",8756,"B"
"UT","Utah *",3205958,2020-03-22,"posNeg",3689,"B"
"VA","Virginia ",8535519,2020-03-22,"posNeg",3337,"A+"
"VT","Vermont *",623989,2020-03-22,"posNeg",1280,"B"
