"state","State_name","Population","date","category","count","dataQualityGrade"
"IN","Indiana ",6732219,2020-04-25,"negative",65379,"A+"
"KS","Kansas ",2913314,2020-04-25,"negative",22143,"A"
"KY","Kentucky ",4467673,2020-04-25,"negative",41183,"A"
"LA","Louisiana *",4648794,2020-04-25,"negative",112490,"B"
"MA","Massachusetts ",6892503,2020-04-25,"negative",173497,"A+"
"MD","Maryland *",6045680,2020-04-25,"negative",71357,"B"
"ME","Maine *",1344212,2020-04-25,"negative",16784,"B"
"MI","Michigan ",9986857,2020-04-25,"negative",106841,"A+"
"MN","Minnesota ",5639632,2020-04-25,"negative",53151,"A"
"MO","Missouri *",6840439,2020-04-25,"negative",60392,"B"
"MS","Mississippi ",2976149,2020-04-25,"negative",53239,"A"
"NC","North Carolina ",10488084,2020-04-25,"negative",96642,"A"
"NH","New Hampshire *",1359711,2020-04-25,"negative",16007,"B"
"NJ","New Jersey ",8882190,2020-04-25,"negative",108163,"A+"
"NV","Nevada ",3080156,2020-04-25,"negative",32669,"A+"
"NY","New York ",19453561,2020-04-25,"negative",495425,"A"
"OH","Ohio *",11689100,2020-04-25,"negative",96396,"B"
"OK","Oklahoma ",3956971,2020-04-25,"negative",49891,"A+"
"OR","Oregon ",4217737,2020-04-25,"negative",45124,"A+"
"PA","Pennsylvania ",12801989,2020-04-25,"negative",152886,"A+"
"PR","Puerto Rico *",2933408,2020-04-25,"negative",9313,"B"
"RI","Rhode Island ",1059361,2020-04-25,"negative",43762,"A+"
"SC","South Carolina ",5148714,2020-04-25,"negative",43761,"A"
"SD","South Dakota *",884659,2020-04-25,"negative",13449,"B"
"TN","Tennessee *",6829174,2020-04-25,"negative",132217,"B"
"TX","Texas *",28995881,2020-04-25,"negative",239043,"B"
"UT","Utah *",3205958,2020-04-25,"negative",86258,"B"
"VA","Virginia ",8535519,2020-04-25,"negative",60276,"A+"
"VT","Vermont *",623989,2020-04-25,"negative",13270,"B"
"WA","Washington *",7614893,2020-04-25,"negative",172290,"B"
"WI","Wisconsin ",5822434,2020-04-25,"negative",57138,"A+"
"WV","West Virginia *",1792147,2020-04-25,"negative",31946,"B"
"AK","Alaska ",731545,2020-04-24,"negative",11942,"A"
"AL","Alabama *",4903185,2020-04-24,"negative",46863,"B"
"AR","Arkansas ",3017804,2020-04-24,"negative",32837,"A"
"AZ","Arizona ",7278717,2020-04-24,"negative",54669,"A+"
"CA","California *",39512223,2020-04-24,"negative",454919,"B"
"CO","Colorado ",5758736,2020-04-24,"negative",41062,"A"
"CT","Connecticut *",3565287,2020-04-24,"negative",50117,"B"
"DC","District of Columbia ",705749,2020-04-24,"negative",13005,"A+"
"DE","Delaware ",973764,2020-04-24,"negative",13937,"A"
"FL","Florida ",21477737,2020-04-24,"negative",286785,"A"
"GA","Georgia ",10617423,2020-04-24,"negative",85029,"A"
"GU","Guam *",167772,2020-04-24,"negative",1233,"B"
"IA","Iowa ",3155070,2020-04-24,"negative",27528,"A+"
"ID","Idaho ",1787065,2020-04-24,"negative",17611,"A"
"IL","Illinois ",16980127,2020-04-24,"negative",149974,"A"
"IN","Indiana ",6732219,2020-04-24,"negative",61873,"A+"
"KS","Kansas ",2913314,2020-04-24,"negative",20811,"A"
"KY","Kentucky ",4467673,2020-04-24,"negative",39363,"A"
"LA","Louisiana *",4648794,2020-04-24,"negative",111972,"B"
"MA","Massachusetts ",6892503,2020-04-24,"negative",164244,"A+"
"MD","Maryland *",6045680,2020-04-24,"negative",68100,"B"
"ME","Maine *",1344212,2020-04-24,"negative",16784,"B"
"MI","Michigan ",9986857,2020-04-24,"negative",99655,"A+"
"MN","Minnesota ",5639632,2020-04-24,"negative",50602,"A"
"MO","Missouri *",6840439,2020-04-24,"negative",58582,"B"
"MS","Mississippi ",2976149,2020-04-24,"negative",50236,"A"
"NC","North Carolina ",10488084,2020-04-24,"negative",92532,"A"
"NH","New Hampshire *",1359711,2020-04-24,"negative",15139,"B"
"NJ","New Jersey ",8882190,2020-04-24,"negative",103766,"A+"
"NV","Nevada ",3080156,2020-04-24,"negative",31794,"A+"
"NY","New York ",19453561,2020-04-24,"negative",459066,"A"
"OH","Ohio *",11689100,2020-04-24,"negative",92528,"B"
"OK","Oklahoma ",3956971,2020-04-24,"negative",43019,"A+"
"OR","Oregon ",4217737,2020-04-24,"negative",43315,"A+"
"PA","Pennsylvania ",12801989,2020-04-24,"negative",147491,"A+"
"PR","Puerto Rico *",2933408,2020-04-24,"negative",9313,"B"
"RI","Rhode Island ",1059361,2020-04-24,"negative",40558,"A+"
"SC","South Carolina ",5148714,2020-04-24,"negative",39546,"A"
"SD","South Dakota *",884659,2020-04-24,"negative",12784,"B"
"TN","Tennessee *",6829174,2020-04-24,"negative",122602,"B"
"TX","Texas *",28995881,2020-04-24,"negative",219741,"B"
"UT","Utah *",3205958,2020-04-24,"negative",80915,"B"
"VA","Virginia ",8535519,2020-04-24,"negative",57846,"A+"
"VT","Vermont *",623989,2020-04-24,"negative",12808,"B"
"WA","Washington *",7614893,2020-04-24,"negative",169096,"B"
"WI","Wisconsin ",5822434,2020-04-24,"negative",54573,"A+"
"WV","West Virginia *",1792147,2020-04-24,"negative",28823,"B"
"AK","Alaska ",731545,2020-04-23,"negative",11824,"A"
"AL","Alabama *",4903185,2020-04-23,"negative",46863,"B"
"AR","Arkansas ",3017804,2020-04-23,"negative",29125,"A"
"AZ","Arizona ",7278717,2020-04-23,"negative",52928,"A+"
"CA","California *",39512223,2020-04-23,"negative",444728,"B"
"CO","Colorado ",5758736,2020-04-23,"negative",39767,"A"
"CT","Connecticut *",3565287,2020-04-23,"negative",48397,"B"
"DC","District of Columbia ",705749,2020-04-23,"negative",12569,"A+"
"DE","Delaware ",973764,2020-04-23,"negative",13604,"A"
"FL","Florida ",21477737,2020-04-23,"negative",267876,"A"
"GA","Georgia ",10617423,2020-04-23,"negative",79550,"A"
"GU","Guam *",167772,2020-04-23,"negative",1180,"B"
"IA","Iowa ",3155070,2020-04-23,"negative",25338,"A+"
"ID","Idaho ",1787065,2020-04-23,"negative",17370,"A"
"IL","Illinois ",16980127,2020-04-23,"negative",136382,"A"
"IN","Indiana ",6732219,2020-04-23,"negative",59001,"A+"
"KS","Kansas ",2913314,2020-04-23,"negative",18836,"A"
"KY","Kentucky ",4467673,2020-04-23,"negative",32702,"A"
"LA","Louisiana *",4648794,2020-04-23,"negative",111774,"B"
"MA","Massachusetts ",6892503,2020-04-23,"negative",156324,"A+"
"MD","Maryland *",6045680,2020-04-23,"negative",64363,"B"
"ME","Maine *",1344212,2020-04-23,"negative",16784,"B"
"MI","Michigan ",9986857,2020-04-23,"negative",93030,"A+"
"MN","Minnesota ",5639632,2020-04-23,"negative",48606,"A"
"MO","Missouri *",6840439,2020-04-23,"negative",53129,"B"
"MS","Mississippi ",2976149,2020-04-23,"negative",50236,"A"
"NC","North Carolina ",10488084,2020-04-23,"negative",88577,"A"
"NH","New Hampshire *",1359711,2020-04-23,"negative",14424,"B"
"NJ","New Jersey ",8882190,2020-04-23,"negative",100159,"A+"
"NV","Nevada ",3080156,2020-04-23,"negative",30541,"A+"
"NY","New York ",19453561,2020-04-23,"negative",432460,"A"
"OH","Ohio *",11689100,2020-04-23,"negative",88183,"B"
"OK","Oklahoma ",3956971,2020-04-23,"negative",43019,"A+"
"OR","Oregon ",4217737,2020-04-23,"negative",41849,"A+"
"PA","Pennsylvania ",12801989,2020-04-23,"negative",142061,"A+"
"PR","Puerto Rico *",2933408,2020-04-23,"negative",9313,"B"
"RI","Rhode Island ",1059361,2020-04-23,"negative",38163,"A+"
"SC","South Carolina ",5148714,2020-04-23,"negative",39546,"A"
"SD","South Dakota *",884659,2020-04-23,"negative",12109,"B"
"TN","Tennessee *",6829174,2020-04-23,"negative",114834,"B"
"TX","Texas *",28995881,2020-04-23,"negative",203134,"B"
"UT","Utah *",3205958,2020-04-23,"negative",77015,"B"
"VA","Virginia ",8535519,2020-04-23,"negative",53891,"A+"
"VT","Vermont *",623989,2020-04-23,"negative",12420,"B"
"WA","Washington *",7614893,2020-04-23,"negative",162598,"B"
"WI","Wisconsin ",5822434,2020-04-23,"negative",51456,"A+"
"WV","West Virginia *",1792147,2020-04-23,"negative",26938,"B"
"AK","Alaska ",731545,2020-04-22,"negative",11824,"A"
"AL","Alabama *",4903185,2020-04-22,"negative",43295,"B"
"AR","Arkansas ",3017804,2020-04-22,"negative",27437,"A"
"AZ","Arizona ",7278717,2020-04-22,"negative",51142,"A+"
"CA","California *",39512223,2020-04-22,"negative",429931,"B"
"CO","Colorado ",5758736,2020-04-22,"negative",38257,"A"
"CT","Connecticut *",3565287,2020-04-22,"negative",47449,"B"
"DC","District of Columbia ",705749,2020-04-22,"negative",12296,"A+"
"DE","Delaware ",973764,2020-04-22,"negative",13353,"A"
"FL","Florida ",21477737,2020-04-22,"negative",260318,"A"
"GA","Georgia ",10617423,2020-04-22,"negative",73332,"A"
"GU","Guam *",167772,2020-04-22,"negative",1086,"B"
"IA","Iowa ",3155070,2020-04-22,"negative",24496,"A+"
"ID","Idaho ",1787065,2020-04-22,"negative",16404,"A"
"IL","Illinois ",16980127,2020-04-22,"negative",129238,"A"
"IN","Indiana ",6732219,2020-04-22,"negative",57032,"A+"
"KS","Kansas ",2913314,2020-04-22,"negative",17992,"A"
"KY","Kentucky ",4467673,2020-04-22,"negative",30136,"A"
"LA","Louisiana *",4648794,2020-04-22,"negative",111588,"B"
"MA","Massachusetts ",6892503,2020-04-22,"negative",144789,"A+"
"MD","Maryland *",6045680,2020-04-22,"negative",61754,"B"
"ME","Maine *",1344212,2020-04-22,"negative",16784,"B"
"MI","Michigan ",9986857,2020-04-22,"negative",84259,"A+"
"MN","Minnesota ",5639632,2020-04-22,"negative",46623,"A"
"MO","Missouri *",6840439,2020-04-22,"negative",52019,"B"
"MS","Mississippi ",2976149,2020-04-22,"negative",48941,"A"
"NC","North Carolina ",10488084,2020-04-22,"negative",83116,"A"
"NH","New Hampshire *",1359711,2020-04-22,"negative",13550,"B"
"NJ","New Jersey ",8882190,2020-04-22,"negative",95794,"A+"
"NV","Nevada ",3080156,2020-04-22,"negative",29807,"A+"
"NY","New York ",19453561,2020-04-22,"negative",412766,"A"
"OH","Ohio *",11689100,2020-04-22,"negative",84389,"B"
"OK","Oklahoma ",3956971,2020-04-22,"negative",43019,"A+"
"OR","Oregon ",4217737,2020-04-22,"negative",39126,"A+"
"PA","Pennsylvania ",12801989,2020-04-22,"negative",136272,"A+"
"PR","Puerto Rico *",2933408,2020-04-22,"negative",8842,"B"
"RI","Rhode Island ",1059361,2020-04-22,"negative",35881,"A+"
"SC","South Carolina ",5148714,2020-04-22,"negative",38350,"A"
"SD","South Dakota *",884659,2020-04-22,"negative",11588,"B"
"TN","Tennessee *",6829174,2020-04-22,"negative",107138,"B"
"TX","Texas *",28995881,2020-04-22,"negative",195714,"B"
"UT","Utah *",3205958,2020-04-22,"negative",73015,"B"
"VA","Virginia ",8535519,2020-04-22,"negative",50512,"A+"
"VT","Vermont *",623989,2020-04-22,"negative",12097,"B"
"WA","Washington *",7614893,2020-04-22,"negative",157438,"B"
"WI","Wisconsin ",5822434,2020-04-22,"negative",49502,"A+"
"WV","West Virginia *",1792147,2020-04-22,"negative",24897,"B"
"AK","Alaska ",731545,2020-04-21,"negative",10790,"A"
"AL","Alabama *",4903185,2020-04-21,"negative",43295,"B"
"AR","Arkansas ",3017804,2020-04-21,"negative",25214,"A"
"AZ","Arizona ",7278717,2020-04-21,"negative",49901,"A+"
"CA","California *",39512223,2020-04-21,"negative",266839,"B"
"CO","Colorado ",5758736,2020-04-21,"negative",37360,"A"
"CT","Connecticut *",3565287,2020-04-21,"negative",43832,"B"
"DC","District of Columbia ",705749,2020-04-21,"negative",11841,"A+"
"DE","Delaware ",973764,2020-04-21,"negative",12935,"A"
"FL","Florida ",21477737,2020-04-21,"negative",249564,"A"
"GA","Georgia ",10617423,2020-04-21,"negative",68259,"A"
"GU","Guam *",167772,2020-04-21,"negative",1033,"B"
"IA","Iowa ",3155070,2020-04-21,"negative",23974,"A+"
"ID","Idaho ",1787065,2020-04-21,"negative",16071,"A"
"IL","Illinois ",16980127,2020-04-21,"negative",121938,"A"
"IN","Indiana ",6732219,2020-04-21,"negative",55167,"A+"
"KS","Kansas ",2913314,2020-04-21,"negative",17076,"A"
"KY","Kentucky ",4467673,2020-04-21,"negative",29770,"A"
"LA","Louisiana *",4648794,2020-04-21,"negative",111588,"B"
"MA","Massachusetts ",6892503,2020-04-21,"negative",141444,"A+"
"MD","Maryland *",6045680,2020-04-21,"negative",59442,"B"
"ME","Maine *",1344212,2020-04-21,"negative",14076,"B"
"MI","Michigan ",9986857,2020-04-21,"negative",84259,"A+"
"MN","Minnesota ",5639632,2020-04-21,"negative",45130,"A"
"MO","Missouri *",6840439,2020-04-21,"negative",51179,"B"
"MS","Mississippi ",2976149,2020-04-21,"negative",47648,"A"
"NC","North Carolina ",10488084,2020-04-21,"negative",76380,"A"
"NH","New Hampshire *",1359711,2020-04-21,"negative",12848,"B"
"NJ","New Jersey ",8882190,2020-04-21,"negative",92439,"A+"
"NV","Nevada ",3080156,2020-04-21,"negative",29118,"A+"
"NY","New York ",19453561,2020-04-21,"negative",397635,"A"
"OH","Ohio *",11689100,2020-04-21,"negative",80989,"B"
"OK","Oklahoma ",3956971,2020-04-21,"negative",41537,"A+"
"OR","Oregon ",4217737,2020-04-21,"negative",39126,"A+"
"PA","Pennsylvania ",12801989,2020-04-21,"negative",132323,"A+"
"PR","Puerto Rico *",2933408,2020-04-21,"negative",8789,"B"
"RI","Rhode Island ",1059361,2020-04-21,"negative",33833,"A+"
"SC","South Carolina ",5148714,2020-04-21,"negative",36838,"A"
"SD","South Dakota *",884659,2020-04-21,"negative",11060,"B"
"TN","Tennessee *",6829174,2020-04-21,"negative",100788,"B"
"TX","Texas *",28995881,2020-04-21,"negative",185203,"B"
"UT","Utah *",3205958,2020-04-21,"negative",69062,"B"
"VA","Virginia ",8535519,2020-04-21,"negative",48724,"A+"
"VT","Vermont *",623989,2020-04-21,"negative",11767,"B"
"WA","Washington *",7614893,2020-04-21,"negative",152469,"B"
"WI","Wisconsin ",5822434,2020-04-21,"negative",47841,"A+"
"WV","West Virginia *",1792147,2020-04-21,"negative",21849,"B"
"AK","Alaska ",731545,2020-04-20,"negative",9803,"A"
"AL","Alabama *",4903185,2020-04-20,"negative",40875,"B"
"AR","Arkansas ",3017804,2020-04-20,"negative",24630,"A"
"AZ","Arizona ",7278717,2020-04-20,"negative",49436,"A+"
"CA","California *",39512223,2020-04-20,"negative",259522,"B"
"CO","Colorado ",5758736,2020-04-20,"negative",36465,"A"
"CT","Connecticut *",3565287,2020-04-20,"negative",42991,"B"
"DC","District of Columbia ",705749,2020-04-20,"negative",11186,"A+"
"DE","Delaware ",973764,2020-04-20,"negative",12508,"A"
"FL","Florida ",21477737,2020-04-20,"negative",239565,"A"
"GA","Georgia ",10617423,2020-04-20,"negative",65381,"A"
"GU","Guam *",167772,2020-04-20,"negative",991,"B"
"IA","Iowa ",3155070,2020-04-20,"negative",22661,"A+"
"ID","Idaho ",1787065,2020-04-20,"negative",15773,"A"
"IL","Illinois ",16980127,2020-04-20,"negative",116850,"A"
"IN","Indiana ",6732219,2020-04-20,"negative",52953,"A+"
"KS","Kansas ",2913314,2020-04-20,"negative",16775,"A"
"KY","Kentucky ",4467673,2020-04-20,"negative",29612,"A"
"LA","Louisiana *",4648794,2020-04-20,"negative",111588,"B"
"MA","Massachusetts ",6892503,2020-04-20,"negative",136046,"A+"
"MD","Maryland *",6045680,2020-04-20,"negative",57713,"B"
"ME","Maine *",1344212,2020-04-20,"negative",14076,"B"
"MI","Michigan ",9986857,2020-04-20,"negative",81798,"A+"
"MN","Minnesota ",5639632,2020-04-20,"negative",44380,"A"
"MO","Missouri *",6840439,2020-04-20,"negative",50206,"B"
"MS","Mississippi ",2976149,2020-04-20,"negative",46922,"A"
"NC","North Carolina ",10488084,2020-04-20,"negative",72720,"A"
"NH","New Hampshire *",1359711,2020-04-20,"negative",12726,"B"
"NJ","New Jersey ",8882190,2020-04-20,"negative",89251,"A+"
"NV","Nevada ",3080156,2020-04-20,"negative",28517,"A+"
"NY","New York ",19453561,2020-04-20,"negative",386349,"A"
"OH","Ohio *",11689100,2020-04-20,"negative",77920,"B"
"OK","Oklahoma ",3956971,2020-04-20,"negative",32966,"A+"
"OR","Oregon ",4217737,2020-04-20,"negative",38089,"A+"
"PA","Pennsylvania ",12801989,2020-04-20,"negative",129720,"A+"
"PR","Puerto Rico *",2933408,2020-04-20,"negative",8486,"B"
"RI","Rhode Island ",1059361,2020-04-20,"negative",31990,"A+"
"SC","South Carolina ",5148714,2020-04-20,"negative",36103,"A"
"SD","South Dakota *",884659,2020-04-20,"negative",10641,"B"
"TN","Tennessee *",6829174,2020-04-20,"negative",93451,"B"
"TX","Texas *",28995881,2020-04-20,"negative",170936,"B"
"UT","Utah *",3205958,2020-04-20,"negative",65098,"B"
"VA","Virginia ",8535519,2020-04-20,"negative",47745,"A+"
"VT","Vermont *",623989,2020-04-20,"negative",11671,"B"
"WA","Washington *",7614893,2020-04-20,"negative",147663,"B"
"WI","Wisconsin ",5822434,2020-04-20,"negative",46603,"A+"
"WV","West Virginia *",1792147,2020-04-20,"negative",21253,"B"
"AK","Alaska ",731545,2020-04-19,"negative",9576,"A"
"AL","Alabama *",4903185,2020-04-19,"negative",40875,"B"
"AR","Arkansas ",3017804,2020-04-19,"negative",22428,"A"
"AZ","Arizona ",7278717,2020-04-19,"negative",48061,"A+"
"CA","California *",39512223,2020-04-19,"negative",250567,"B"
"CO","Colorado ",5758736,2020-04-19,"negative",35173,"A"
"CT","Connecticut *",3565287,2020-04-19,"negative",40663,"B"
"DC","District of Columbia ",705749,2020-04-19,"negative",10906,"A+"
"DE","Delaware ",973764,2020-04-19,"negative",12256,"A"
"FL","Florida ",21477737,2020-04-19,"negative",230083,"A"
"GA","Georgia ",10617423,2020-04-19,"negative",61632,"A"
"GU","Guam *",167772,2020-04-19,"negative",943,"B"
"IA","Iowa ",3155070,2020-04-19,"negative",21648,"A+"
"ID","Idaho ",1787065,2020-04-19,"negative",15773,"A"
"IL","Illinois ",16980127,2020-04-19,"negative",112961,"A"
"IN","Indiana ",6732219,2020-04-19,"negative",49932,"A+"
"KS","Kansas ",2913314,2020-04-19,"negative",16281,"A"
"KY","Kentucky ",4467673,2020-04-19,"negative",29518,"A"
"LA","Louisiana *",4648794,2020-04-19,"negative",111420,"B"
"MA","Massachusetts ",6892503,2020-04-19,"negative",129295,"A+"
"MD","Maryland *",6045680,2020-04-19,"negative",55061,"B"
"ME","Maine *",1344212,2020-04-19,"negative",14076,"B"
"MI","Michigan ",9986857,2020-04-19,"negative",78237,"A+"
"MN","Minnesota ",5639632,2020-04-19,"negative",43360,"A"
"MO","Missouri *",6840439,2020-04-19,"negative",48242,"B"
"MS","Mississippi ",2976149,2020-04-19,"negative",34791,"A"
"NC","North Carolina ",10488084,2020-04-19,"negative",72279,"A"
"NH","New Hampshire *",1359711,2020-04-19,"negative",12082,"B"
"NJ","New Jersey ",8882190,2020-04-19,"negative",85387,"A+"
"NV","Nevada ",3080156,2020-04-19,"negative",27870,"A+"
"NY","New York ",19453561,2020-04-19,"negative",374769,"A"
"OH","Ohio *",11689100,2020-04-19,"negative",75697,"B"
"OK","Oklahoma ",3956971,2020-04-19,"negative",32966,"A+"
"OR","Oregon ",4217737,2020-04-19,"negative",37128,"A+"
"PA","Pennsylvania ",12801989,2020-04-19,"negative",126570,"A+"
"PR","Puerto Rico *",2933408,2020-04-19,"negative",8280,"B"
"RI","Rhode Island ",1059361,2020-04-19,"negative",29993,"A+"
"SC","South Carolina ",5148714,2020-04-19,"negative",36103,"A"
"SD","South Dakota *",884659,2020-04-19,"negative",10427,"B"
"TN","Tennessee *",6829174,2020-04-19,"negative",90028,"B"
"TX","Texas *",28995881,2020-04-19,"negative",163787,"B"
"UT","Utah *",3205958,2020-04-19,"negative",60486,"B"
"VA","Virginia ",8535519,2020-04-19,"negative",46196,"A+"
"VT","Vermont *",623989,2020-04-19,"negative",11450,"B"
"WA","Washington *",7614893,2020-04-19,"negative",143313,"B"
"WI","Wisconsin ",5822434,2020-04-19,"negative",45323,"A+"
"WV","West Virginia *",1792147,2020-04-19,"negative",19168,"B"
"AK","Alaska ",731545,2020-04-18,"negative",9341,"A"
"AL","Alabama *",4903185,2020-04-18,"negative",37883,"B"
"AR","Arkansas ",3017804,2020-04-18,"negative",22402,"A"
"AZ","Arizona ",7278717,2020-04-18,"negative",46326,"A+"
"CA","California *",39512223,2020-04-18,"negative",230703,"B"
"CO","Colorado ",5758736,2020-04-18,"negative",34260,"A"
"CT","Connecticut *",3565287,2020-04-18,"negative",38653,"B"
"DC","District of Columbia ",705749,2020-04-18,"negative",10602,"A+"
"DE","Delaware ",973764,2020-04-18,"negative",11694,"A"
"FL","Florida ",21477737,2020-04-18,"negative",221258,"A"
"GA","Georgia ",10617423,2020-04-18,"negative",56539,"A"
"GU","Guam *",167772,2020-04-18,"negative",943,"B"
"IA","Iowa ",3155070,2020-04-18,"negative",20434,"A+"
"ID","Idaho ",1787065,2020-04-18,"negative",15292,"A"
"IL","Illinois ",16980127,2020-04-18,"negative",108244,"A"
"IN","Indiana ",6732219,2020-04-18,"negative",46232,"A+"
"KS","Kansas ",2913314,2020-04-18,"negative",15886,"A"
"KY","Kentucky ",4467673,2020-04-18,"negative",28074,"A"
"LA","Louisiana *",4648794,2020-04-18,"negative",114419,"B"
"MA","Massachusetts ",6892503,2020-04-18,"negative",124604,"A+"
"MD","Maryland *",6045680,2020-04-18,"negative",53062,"B"
"ME","Maine *",1344212,2020-04-18,"negative",14076,"B"
"MI","Michigan ",9986857,2020-04-18,"negative",68936,"A+"
"MN","Minnesota ",5639632,2020-04-18,"negative",42055,"A"
"MO","Missouri *",6840439,2020-04-18,"negative",48242,"B"
"MS","Mississippi ",2976149,2020-04-18,"negative",34791,"A"
"NC","North Carolina ",10488084,2020-04-18,"negative",70071,"A"
"NH","New Hampshire *",1359711,2020-04-18,"negative",11565,"B"
"NJ","New Jersey ",8882190,2020-04-18,"negative",81116,"A+"
"NV","Nevada ",3080156,2020-04-18,"negative",27125,"A+"
"NY","New York ",19453561,2020-04-18,"negative",359800,"A"
"OH","Ohio *",11689100,2020-04-18,"negative",68819,"B"
"OK","Oklahoma ",3956971,2020-04-18,"negative",32966,"A+"
"OR","Oregon ",4217737,2020-04-18,"negative",35739,"A+"
"PA","Pennsylvania ",12801989,2020-04-18,"negative",122896,"A+"
"PR","Puerto Rico *",2933408,2020-04-18,"negative",8055,"B"
"RI","Rhode Island ",1059361,2020-04-18,"negative",28335,"A+"
"SC","South Carolina ",5148714,2020-04-18,"negative",34587,"A"
"SD","South Dakota *",884659,2020-04-18,"negative",10118,"B"
"TN","Tennessee *",6829174,2020-04-18,"negative",83824,"B"
"TX","Texas *",28995881,2020-04-18,"negative",157979,"B"
"UT","Utah *",3205958,2020-04-18,"negative",57013,"B"
"VA","Virginia ",8535519,2020-04-18,"negative",43878,"A+"
"VT","Vermont *",623989,2020-04-18,"negative",11212,"B"
"WA","Washington *",7614893,2020-04-18,"negative",141881,"B"
"WI","Wisconsin ",5822434,2020-04-18,"negative",43962,"A+"
"WV","West Virginia *",1792147,2020-04-18,"negative",18655,"B"
"AK","Alaska ",731545,2020-04-17,"negative",9141,"A"
"AL","Alabama *",4903185,2020-04-17,"negative",33318,"B"
"AR","Arkansas ",3017804,2020-04-17,"negative",21799,"A"
"AZ","Arizona ",7278717,2020-04-17,"negative",44723,"A+"
"CA","California *",39512223,2020-04-17,"negative",224086,"B"
"CO","Colorado ",5758736,2020-04-17,"negative",33155,"A"
"CT","Connecticut *",3565287,2020-04-17,"negative",38653,"B"
"DC","District of Columbia ",705749,2020-04-17,"negative",10167,"A+"
"DE","Delaware ",973764,2020-04-17,"negative",11694,"A"
"FL","Florida ",21477737,2020-04-17,"negative",210718,"A"
"GA","Georgia ",10617423,2020-04-17,"negative",54490,"A"
"GU","Guam *",167772,2020-04-17,"negative",940,"B"
"IA","Iowa ",3155070,2020-04-17,"negative",19460,"A+"
"ID","Idaho ",1787065,2020-04-17,"negative",15043,"A"
"IL","Illinois ",16980127,2020-04-17,"negative",102588,"A"
"IN","Indiana ",6732219,2020-04-17,"negative",44631,"A+"
"KS","Kansas ",2913314,2020-04-17,"negative",15196,"A"
"KY","Kentucky ",4467673,2020-04-17,"negative",27318,"A"
"LA","Louisiana *",4648794,2020-04-17,"negative",108869,"B"
"MA","Massachusetts ",6892503,2020-04-17,"negative",117195,"A+"
"MD","Maryland *",6045680,2020-04-17,"negative",50437,"B"
"ME","Maine *",1344212,2020-04-17,"negative",14076,"B"
"MI","Michigan ",9986857,2020-04-17,"negative",68936,"A+"
"MN","Minnesota ",5639632,2020-04-17,"negative",40982,"A"
"MO","Missouri *",6840439,2020-04-17,"negative",46434,"B"
"MS","Mississippi ",2976149,2020-04-17,"negative",34791,"A"
"NC","North Carolina ",10488084,2020-04-17,"negative",67122,"A"
"NH","New Hampshire *",1359711,2020-04-17,"negative",11421,"B"
"NJ","New Jersey ",8882190,2020-04-17,"negative",78982,"A+"
"NV","Nevada ",3080156,2020-04-17,"negative",26238,"A+"
"NY","New York ",19453561,2020-04-17,"negative",343581,"A"
"OH","Ohio *",11689100,2020-04-17,"negative",68819,"B"
"OK","Oklahoma ",3956971,2020-04-17,"negative",31155,"A+"
"OR","Oregon ",4217737,2020-04-17,"negative",34536,"A+"
"PA","Pennsylvania ",12801989,2020-04-17,"negative",117932,"A+"
"PR","Puerto Rico *",2933408,2020-04-17,"negative",7864,"B"
"RI","Rhode Island ",1059361,2020-04-17,"negative",26584,"A+"
"SC","South Carolina ",5148714,2020-04-17,"negative",32353,"A"
"SD","South Dakota *",884659,2020-04-17,"negative",9651,"B"
"TN","Tennessee *",6829174,2020-04-17,"negative",80684,"B"
"TX","Texas *",28995881,2020-04-17,"negative",152165,"B"
"UT","Utah *",3205958,2020-04-17,"negative",52966,"B"
"VA","Virginia ",8535519,2020-04-17,"negative",41506,"A+"
"VT","Vermont *",623989,2020-04-17,"negative",10813,"B"
"WA","Washington *",7614893,2020-04-17,"negative",139825,"B"
"WI","Wisconsin ",5822434,2020-04-17,"negative",42365,"A+"
"WV","West Virginia *",1792147,2020-04-17,"negative",17927,"B"
"AK","Alaska ",731545,2020-04-16,"negative",8435,"A"
"AL","Alabama *",4903185,2020-04-16,"negative",32046,"B"
"AR","Arkansas ",3017804,2020-04-16,"negative",21055,"A"
"AZ","Arizona ",7278717,2020-04-16,"negative",43164,"A+"
"CA","California *",39512223,2020-04-16,"negative",220218,"B"
"CO","Colorado ",5758736,2020-04-16,"negative",32253,"A"
"CT","Connecticut *",3565287,2020-04-16,"negative",37238,"B"
"DC","District of Columbia ",705749,2020-04-16,"negative",9800,"A+"
"DE","Delaware ",973764,2020-04-16,"negative",11275,"A"
"FL","Florida ",21477737,2020-04-16,"negative",196351,"A"
"GA","Georgia ",10617423,2020-04-16,"negative",52270,"A"
"GU","Guam *",167772,2020-04-16,"negative",870,"B"
"IA","Iowa ",3155070,2020-04-16,"negative",18534,"A+"
"ID","Idaho ",1787065,2020-04-16,"negative",14655,"A"
"IL","Illinois ",16980127,2020-04-16,"negative",96856,"A"
"IN","Indiana ",6732219,2020-04-16,"negative",41573,"A+"
"KS","Kansas ",2913314,2020-04-16,"negative",14534,"A"
"KY","Kentucky ",4467673,2020-04-16,"negative",26033,"A"
"LA","Louisiana *",4648794,2020-04-16,"negative",104054,"B"
"MA","Massachusetts ",6892503,2020-04-16,"negative",110098,"A+"
