"","death_province","recovered_province","confirmed_province"
"2020-01-22"," 0"," 0","  0"
"2020-01-23"," 0"," 0","  2"
"2020-01-24"," 0"," 0","  2"
"2020-01-25"," 0"," 0","  3"
"2020-01-26"," 0"," 0","   4"
"2020-01-27"," 0"," 0","   5"
"2020-01-28","  0"," 0","  10"
"2020-01-29","  0"," 0","  13"
"2020-01-30","  0"," 0","  14"
"2020-01-31","  0","  0","  17"
"2020-02-01","  0","  0","  18"
"2020-02-02","  0","  0","  21"
"2020-02-03","  0","  0","   24"
"2020-02-04","  0","  0","   29"
"2020-02-05","  0","  0","   32"
"2020-02-06","  0","  0","   36"
"2020-02-07","  0","  0","   39"
"2020-02-08","  0","   0","   42"
"2020-02-09","  0","   0","   45"
"2020-02-10","  0","   0","   49"
"2020-02-11","  0","   3","   55"
"2020-02-12","   0","   3","   59"
"2020-02-13","   1","   6","   63"
"2020-02-14","   1","   6","   65"
"2020-02-15","   1","  10","   70"
"2020-02-16","   1","  12","   71"
"2020-02-17","   1","  12","   75"
"2020-02-18","   1","  12","   76"
"2020-02-19","   1","  20","   76"
"2020-02-20","   1","   22","   76"
"2020-02-21","   1","   24","   76"
"2020-02-22","   2","   25","   76"
"2020-02-23","   2","   28","   76"
"2020-02-24","   2","   30","   76"
"2020-02-25","   2","   30","   76"
"2020-02-26","   2","   34","   76"
"2020-02-27","   2","   43","   76"
"2020-02-28","   3","   52","   76"
"2020-02-29","   3","   62","   76"
"2020-03-01","   3","   64","   76"
"2020-03-02","   3","   66","   76"
"2020-03-03","   3","   68","   76"
"2020-03-04","   3","   69","   76"
"2020-03-05","   3","   70","   76"
"2020-03-06","   3","   71","   76"
"2020-03-07","   3","   72","   76"
"2020-03-08","   3","   73","   76"
"2020-03-09","   3","   73","   76"
"2020-03-10","   3","   73","   76"
"2020-03-11","   3","   73","   76"
"2020-03-12","   3","   73","   76"
"2020-03-13","   3","   73","   76"
"2020-03-14","   3","   73","   76"
"2020-03-15","   3","   73","   76"
"2020-03-16","   3","   73","   76"
"2020-03-17","   3","   73","   76"
"2020-03-18","   3","   73","   76"
"2020-03-19","   3","   73","   76"
"2020-03-20","   3","   73","   76"
"2020-03-21","   3","   73","   76"
"2020-03-22","   3","   73","   76"
"2020-03-23","   3","   73","   76"
"2020-03-24","   3","   73","   76"
"2020-03-25","   3","   73","   76"
"2020-03-26","   3","   73","   76"
"2020-03-27","   3","   73","   76"
"2020-03-28","   3","   73","   76"
"2020-03-29","   3","   73","   76"
"2020-03-30","   3","   73","   76"
"2020-03-31","   3","   73","   76"
"2020-04-01","   3","   73","   76"
"2020-04-02","   3","   73","   76"
"2020-04-03","   3","   73","   76"
"2020-04-04","   3","   73","   76"
"2020-04-05","   3","   73","   76"
"2020-04-06","   3","   73","   76"
"2020-04-07","   3","   73","   76"
"2020-04-08","   3","   73","   76"
"2020-04-09","   3","   73","   76"
"2020-04-10","   3","   73","   76"
"2020-04-11","   3","   73","   76"
"2020-04-12","   3","   73","   76"
"2020-04-13","   3","   73","   76"
"2020-04-14","   3","   73","   76"
"2020-04-15","   3","   73","   76"
"2020-04-16","   3","   73","   76"
"2020-04-17","   3","   73","   76"
"2020-04-18","   3","   73","   76"
"2020-04-19","   3","   73","   76"
"2020-04-20","   3","   73","   76"
"2020-04-21","   3","   73","   76"
"2020-04-22","   3","   73","   76"
"2020-04-23","   3","   73","   76"
"2020-04-24","   3","   73","   76"
"2020-04-25","   3","   73","   76"
"2020-04-26","   3","   73","   76"
"2020-04-27","   3","   73","   76"
"2020-04-28","   3","   73","   76"
"2020-04-29","   3","   73","   76"
"2020-04-30","   3","   73","   76"
"2020-05-01","   3","   73","   76"
"2020-05-02","   3","   73","   76"
"2020-05-03","   3","   73","   76"
"2020-05-04","   3","   73","   76"
"2020-05-05","   3","   73","   76"
"2020-05-06","   3","   73","   76"
"2020-05-07","   3","   73","   76"
"2020-05-08","   3","   73","   76"
"2020-05-09","   3","   73","   76"
"2020-05-10","   3","   73","   76"
"2020-05-11","   3","   73","   76"
"2020-05-12","   3","   73","   76"
"2020-05-13","   3","   73","   76"
"2020-05-14","   3","   73","   76"
"2020-05-15","   3","   73","   76"
"2020-05-16","   3","   73","   76"
"2020-05-17","   3","   73","   76"
"2020-05-18","   3","   73","   76"
"2020-05-19","   3","   73","   76"
"2020-05-20","   3","   73","   76"
"2020-05-21","   3","   73","   76"
"2020-05-22","   3","   73","   76"
"2020-05-23","   3","   73","   76"
"2020-05-24","   3","   73","   76"
"2020-05-25","   3","   73","   76"
"2020-05-26","   3","   73","   76"
"2020-05-27","   3","   73","   76"
"2020-05-28","   3","   73","   76"
"2020-05-29","   3","   73","   76"
"2020-05-30","   3","   73","   76"
"2020-05-31","   3","   73","   76"
"2020-06-01","   3","   73","   76"
"2020-06-02","   3","   73","   76"
"2020-06-03","   3","   73","   76"
"2020-06-04","   3","   73","   76"
"2020-06-05","   3","   73","   76"
"2020-06-06","   3","   73","   76"
"2020-06-07","   3","   73","   76"
"2020-06-08","   3","   73","   76"
"2020-06-09","   3","   73","   76"
"2020-06-10","   3","   73","   76"
"2020-06-11","   3","   73","   76"
"2020-06-12","   3","   73","   76"
"2020-06-13","   3","   73","   76"
"2020-06-14","   3","   73","   76"
"2020-06-15","   3","   73","   76"
"2020-06-16","   3","   73","   76"
"2020-06-17","   3","   73","   76"
"2020-06-18","   3","   73","   76"
"2020-06-19","   3","   73","   76"
"2020-06-20","   3","   73","   76"
"2020-06-21","   3","   73","   76"
"2020-06-22","   3","   73","   76"
"2020-06-23","   3","   73","   76"
"2020-06-24","   3","   73","   76"
"2020-06-25","   3","   73","   76"
"2020-06-26","   3","   73","   76"
"2020-06-27","   3","   73","   76"
"2020-06-28","   3","   73","   76"
"2020-06-29","   3","   73","   76"
"2020-06-30","   3","   73","   76"
"2020-07-01","   3","   73","   76"
"2020-07-02","   3","   73","   76"
"2020-07-03","   3","   73","   76"
"2020-07-04","   3","   73","   76"
"2020-07-05","   3","   73","   76"
"2020-07-06","   3","   73","   76"
"2020-07-07","   3","   73","   76"
"2020-07-08","   3","   73","   76"
"2020-07-09","   3","   73","   76"
"2020-07-10","   3","   73","   76"
"2020-07-11","   3","   73","   76"
"2020-07-12","   3","   73","   76"
"2020-07-13","   3","   73","   76"
"2020-07-14","   3","   73","   76"
"2020-07-15","   3","   73","   76"
"2020-07-16","   3","   73","   77"
"2020-07-17","   3","   73","   77"
"2020-07-18","   3","   73","   77"
"2020-07-19","   3","   73","  106"
"2020-07-20","   3","   73","  123"
"2020-07-21","   3","   73","  131"
"2020-07-22","   3","   73","  140"
"2020-07-23","   3","   73","  158"
"2020-07-24","   3","   73","  158"
"2020-07-25","   3","   73","  158"
"2020-07-26","   3","   73","  213"
"2020-07-27","   3","   73","  254"
"2020-07-28","   3","   73","  254"
"2020-07-29","   3","   79","  400"
"2020-07-30","   3","   79","  496"
"2020-07-31","   3","   82","  608"
"2020-08-01","   3","   89","  639"
"2020-08-02","   3","   96","  668"
"2020-08-03","   3","  103","  696"
"2020-08-04","   3","  115","  724"
"2020-08-05","   3","  125","  746"
"2020-08-06","   3","  133","  773"
"2020-08-07","   3","  153","  799"
"2020-08-08","   3","  181","  824"
"2020-08-09","   3","  211","  839"
"2020-08-10","   3","  258","  853"
"2020-08-11","   3","  315","  866"
"2020-08-12","   3","  337","  875"
"2020-08-13","   3","  375","  883"
"2020-08-14","   3","  424","  891"
"2020-08-15","   3","  457","  898"
"2020-08-16","   3","  498","  902"
"2020-08-17","   3","  521","  902"
"2020-08-18","   3","  569","  902"
"2020-08-19","   3","  569","  902"
"2020-08-20","   3","  597","  902"
